model,a,b,c,x_t_minus_1,x_t_0,x_t_plus_1,curvature_contrast
Linear · c = 0,0.4127326115959884,0.3873432349840428,0.0,-0.008830017770112848,0.3260932605600424,0.5903593976102035,-0.03532857063999706
Linear · c = 0,0.43082100300788273,2.3470770325048567,0.0,1.6847122491186617,2.4450637649970406,2.7363930219998824,-0.23451112943776842
Linear · c = 0,2.1416476008704612,-0.5426557161662569,0.0,-2.773716651985143,-0.5413798721577838,1.7182317226415484,0.013637407485986519
Linear · c = 0,-0.4064150163846156,-1.4116831438874375,0.0,-0.9782135360488622,-1.5100913843835826,-1.6341542169247107,0.20390750789679601
Linear · c = 0,-0.5122427290715373,-0.6728463120425315,0.0,0.07627424247625059,-0.5986628137441036,-1.0390395144124553,0.1172801777760012
Linear · c = 0,-0.8137727282478777,0.678500925964708,0.0,1.6785676537346574,0.8480158234253851,-0.04315692571627616,-0.03031045941619437
Linear · c = 0,0.6159794225754956,-2.3486386082707718,0.0,-2.874865973785035,-2.270689522268796,-1.8972598368773326,-0.11537338306238754
Linear · c = 0,1.1289722927208916,0.9562063539766823,0.0,-0.06765746521527145,0.7528342583076992,1.9659887284288156,0.1963313732990728
Linear · c = 0,-0.11394745765487507,-0.8081569764266148,0.0,-0.49867475860052657,-0.6821239520224851,-0.6989946906286105,0.08328922740791656
Linear · c = 0,-0.840156476962528,1.7217189911003452,0.0,2.5211243105097796,1.5488816649088302,0.8454969345772657,0.13442895763469243
Linear · c = 0,-0.8244812156912396,-3.591390457350707,0.0,-2.7516045470733816,-3.5795421498997055,-4.245819601228441,0.08083007574879408
Linear · c = 0,0.6505927878247011,-1.179848662656253,0.0,-1.884632014231471,-1.1270434918858143,-0.6775499472467428,-0.15404748885329256
Linear · c = 0,0.7432541712034423,-2.529702226851153,0.0,-3.2054088063480233,-2.5292359443233075,-1.898920056390388,-0.022928487045898116
Linear · c = 0,0.543154268305195,-1.239344199545929,0.0,-1.8178728721773518,-1.266970561523212,-0.7367132006412983,-0.010322474886113042
Linear · c = 0,-0.6655097072886943,0.3714988516634147,0.0,1.3027097452922614,0.35673195131723273,-0.3305952721518803,0.12932528525295778
Linear · c = 0,0.23216132306671977,-0.26883993817463236,0.0,-0.8156189048828734,-0.40297104097155395,-0.07613962877636551,-0.042908225858065474
Linear · c = 0,0.11668580914072822,-0.38006635342202244,0.0,-0.5996300639892471,-0.1728102144153529,-0.288121210590727,-0.2710654228746341
Linear · c = 0,0.21868859672901295,-0.2387773070700912,0.0,-0.26419926640136626,-0.229521611962536,-0.014504534877841764,0.090169711322932
Linear · c = 0,0.8714287779481898,0.30508236092991514,0.0,-0.5796658841751499,0.305651798673134,1.4343303893355839,0.12168045390708299
Linear · c = 0,0.22359554877468227,-1.5128040629146615,0.0,-2.0843412207020267,-1.8130359245804633,-1.3706841387983963,0.08552324483025164
Linear · c = 0,0.6789135630718949,1.0602744613485762,0.0,0.38354008056731664,1.163790125063178,1.8101511041245921,-0.06694453271722356
Linear · c = 0,0.06757906948889146,0.9939989555782258,0.0,0.8687829991572488,1.1468555095644901,1.216107335540027,-0.10441034221585221
Linear · c = 0,0.28911939868998415,0.5775569064841515,0.0,0.3160461824849021,0.7219555423571776,0.907573094688955,-0.11014590377024913
Linear · c = 0,0.6312882258385404,0.8348001641268947,0.0,0.1192894842709218,0.9394726899768955,1.4826803583522368,-0.1384877686653162
Linear · c = 0,-1.4571558198556664,0.44462700121298926,0.0,1.9019837980818286,0.6655700370414254,-1.3801596379236902,-0.4046579569623562
Linear · c = 0,-0.31967121635730134,3.052609954096601,0.0,3.159628544929967,2.8745493901404457,2.678449640603979,0.04448970262652718
Linear · c = 0,-0.4703726542927955,-0.13064125657876485,0.0,0.30154017224912616,-0.356740103744722,-0.7487876157181843,0.1331163820101929
Linear · c = 0,-0.6388778482433419,-0.4606248275018651,0.0,0.0491267689629413,-0.09201121369048137,-0.8292413835831351,-0.29804609361961554
Linear · c = 0,-0.27514225122668373,-1.1302913705360669,0.0,-0.9169115319620806,-1.1848288640820868,-1.5778142213409947,-0.0625340125694509
Linear · c = 0,1.4949413112343959,-1.5483940058667551,0.0,-3.329554879084941,-1.5659260338280336,-0.20313049211896309,-0.20041665177391854
Linear · c = 0,-0.8658311156932432,-1.866707681401613,0.0,-1.0136041454576712,-2.1067385587581344,-2.8468349658413947,0.17651900310860147
Linear · c = 0,0.9682783545914808,-1.3331959698463778,0.0,-2.279180260142434,-1.2782645301787872,-0.3022968214435948,-0.012474010614227371
Linear · c = 0,-1.6828697716158048,-0.10602057247810698,0.0,1.3787758515141422,0.022182287042227272,-1.9089220985841893,-0.2872554105772508
Linear · c = 0,-0.33488502998577485,0.5014426927465717,0.0,0.9312564099234425,0.49984689125384274,-0.03990046210089532,-0.05416891734256912
Linear · c = 0,0.1627530651050056,0.07671308782824268,0.0,-0.1334696329639411,0.13151764913780783,0.33141096000443815,-0.03254698561755931
Linear · c = 0,0.5862223313592781,-1.1483029161445695,0.0,-1.7556734321205105,-0.9185360825544115,-0.41095396913730753,-0.16477761807449753
Linear · c = 0,0.711226579792855,1.3502768460299448,0.0,0.6005521487771269,1.4627951178504865,2.351572448601028,0.013267180838590908
Linear · c = 0,0.7933472351999252,1.1091190084514213,0.0,0.6098444633689502,0.9249190263280467,1.763486276977774,0.26174634384531537
Linear · c = 0,-0.3487250722484376,-0.2394724611330255,0.0,0.3319904291254897,-0.3982146187586711,-0.786578703375215,0.17092048163380846
Linear · c = 0,-0.46235179266456716,-0.9793742169970681,0.0,-0.5899515439373579,-0.9163402105758802,-1.4570855156532996,-0.10717831921944843
Linear · c = 0,0.8579758812571538,0.8226418812446993,0.0,-0.13291854307329337,0.7215100119860229,1.5737672028399468,-0.0010856821026962171
Linear · c = 0,-0.1913043248816149,0.2819603812291567,0.0,0.34133826181193017,0.6242053128205659,0.13528271702537503,-0.3858948234019133
Linear · c = 0,-1.2756863233379219,-2.1721908891225716,0.0,-0.763490707623939,-2.2455525093404103,-3.475770714038401,0.12592179850924046
Linear · c = 0,-1.1332872140034806,-0.10197038397660735,0.0,0.9242837328213201,-0.4997266342144876,-1.4419589895072678,0.2408890058715138
Linear · c = 0,-0.9194522860016113,0.3930537181115715,0.0,1.0409132021161236,0.05558615141883044,-0.7057024140347552,0.11201924262185375
Linear · c = 0,0.49716074405376404,-1.3495421797316307,0.0,-1.6479595718781501,-1.356207604887284,-0.6587968713296906,0.20282938328336364
Linear · c = 0,0.14242573607056525,0.2847650892561645,0.0,0.20398673972073056,0.40214891311343837,0.29205627603104345,-0.15412740523755136
Linear · c = 0,0.6904853540677682,-2.1822337278866835,0.0,-2.794126438825551,-2.0729265927755316,-1.5782454676539692,-0.11325936046422846
Linear · c = 0,-0.42725264633653426,2.0042791500182564,0.0,2.5154628519472157,2.0892073138044815,1.4945936105122097,-0.08417908257476858
Linear · c = 0,0.15853969107671423,1.8719249775891478,0.0,1.5449700216717843,1.694305727804407,2.043440499954081,0.09989953300852594
Linear · c = 0,0.6255903939673367,-0.3787760014544471,0.0,-0.9553149151033866,-0.4976548760231343,0.2508021937118044,0.14539851532734316
Linear · c = 0,-0.3093465397202384,0.5451815067586098,0.0,0.940108601899621,0.6379101139584049,0.46861698505674465,0.06645267951977796
Linear · c = 0,0.45677523755741145,-3.6148829486998126,0.0,-3.8801110614275176,-3.765076663613294,-2.9055697797116977,0.3722362430436865
Linear · c = 0,-0.6619259410666513,-1.7345214903979993,0.0,-1.1522420250147054,-1.5777905685298352,-2.386249437556987,-0.19145516275601104
Linear · c = 0,-0.3630538465650718,-0.4406683802281947,0.0,-0.13943694043166807,-0.7118229091944346,-0.8294569033257186,0.2273759873157412
Linear · c = 0,-0.3817378939983291,-1.6081995321402887,0.0,-1.460369123437801,-1.4631046467638729,-1.7624185275677307,-0.1482891787388929
Linear · c = 0,-1.1958396455890397,1.0715947239459882,0.0,2.1478977211405246,1.1168903353238788,-0.23305364994424776,-0.1594682997257404
Linear · c = 0,0.4869724807855818,2.995944796121991,0.0,2.414699605815891,3.112119001701797,3.4771365376310612,-0.16620092997832092
Linear · c = 0,-0.46940234020272387,-1.764922079143953,0.0,-1.0345725326515773,-1.8372569509493912,-2.0844239694755036,0.2777586998858508
Linear · c = 0,0.01249411872768743,-1.2561951061277892,0.0,-1.2540772129118094,-1.1368284046661543,-1.3107746359995938,-0.14559751978954738
Linear · c = 0,0.48074665890590895,0.3531725524648955,0.0,-0.13500793207375086,0.3358477205700553,0.7085106441439364,-0.04909636453496252
Linear · c = 0,0.4465311760299441,2.4166742227494313,0.0,2.06945527690675,2.514211573586186,2.9522386030152106,-0.003364633625206004
Linear · c = 0,0.6653851089727862,-1.8335614688098547,0.0,-2.268401729694994,-1.6161597486244093,-1.2244180633144388,-0.1302501478803073
Linear · c = 0,-0.09848548450942361,0.37355418346041297,0.0,0.5279975157349633,0.28001408007168105,0.27857199636817265,0.12327067597988695
Linear · c = 0,-0.42329831204415375,2.731948276219663,0.0,3.0652841708959873,2.9749588225900707,2.363204686726954,-0.26071439377860006
Linear · c = 0,-0.07971821090639905,-2.477638722268901,0.0,-2.430624880578165,-2.2985959364904445,-2.8829492446446117,-0.35819112612094406
Linear · c = 0,-1.6873344339580298,-1.921603810268748,0.0,-0.5363847655405116,-1.8022280119857819,-3.5998679770091724,-0.26589835928906
Linear · c = 0,-1.4471124724230873,-0.6354099096912573,0.0,0.849269507770944,-0.8343693251890396,-2.0860074387418996,0.2160003597035618
Linear · c = 0,-1.3226996123544024,-0.7808826192831165,0.0,0.842343404631487,-0.6572526763137371,-2.078126249866097,0.039361253696432175
Linear · c = 0,-0.9972468276014818,1.2189019316304668,0.0,2.1502906727162077,1.1597160038500578,-0.09772457935101758,-0.13343295716746284
Linear · c = 0,0.3997742267234366,0.36248957973125706,0.0,0.001361416145994547,0.4893120460035352,0.5259209073791014,-0.22567088424098725
Linear · c = 0,-0.9054790553600608,-2.6624430894631925,0.0,-1.8561765679491542,-2.836062784298206,-3.712724824044568,0.051612088301344894
Linear · c = 0,-0.3781625540393897,0.7731156043512163,0.0,1.159300402413891,0.46045528110294515,0.4870936160653862,0.36274172813669353
Linear · c = 0,1.2992282977860654,-0.8663083310334758,0.0,-2.052458368329489,-0.9039737192390127,0.06081369025490835,-0.09184861979827752
Linear · c = 0,-0.35626397106142593,1.9116708254118586,0.0,2.118472002572926,2.0966061155272633,1.1387077122411469,-0.46801625812022696
Linear · c = 0,0.7375155684670865,-0.9413813046553795,0.0,-1.7310253849514938,-1.1183814214254684,-0.08318019095056747,0.21127863347443776
Linear · c = 0,-0.933617680009877,-0.9549229246533535,0.0,-0.1225723374649957,-0.8943298215430118,-1.8037215417878665,-0.06881711808341928
Linear · c = 0,-0.20543755786763002,0.8116974162067971,0.0,1.29256885003393,0.7812561246554917,0.6626665137825589,0.19636155725275284
Linear · c = 0,-0.9500220549105812,1.1443897235054048,0.0,1.8716534565468705,1.3229517579994665,0.08029134138411888,-0.3469793590339718
Linear · c = 0,-0.3390330759005625,0.6721490459043054,0.0,0.9270689971917059,0.6688118766769238,0.09868331820276546,-0.15593571897968805
Linear · c = 0,0.8403081374573955,-2.5283959760772126,0.0,-3.3343886091952673,-2.383276035138461,-1.6441477650952232,-0.10599215200678413
Linear · c = 0,-1.7273204231923487,0.8070516598923766,0.0,2.2960374484579162,0.7884802657429276,-0.8089644278530485,-0.04494375544049378
Linear · c = 0,0.43442364354585733,-1.5514620775115984,0.0,-2.267584035952342,-1.7126769795842556,-0.985556893353513,0.08610651493132826
Linear · c = 0,0.2377356023322779,0.3529141673823952,0.0,0.1556928801797103,0.4147099047014083,0.8695739908581699,0.09792353081753186
Linear · c = 0,-0.5941499556967944,-2.13560165309859,0.0,-1.4711687806258653,-2.036918451533613,-2.3231397797126356,0.1397641713643627
Linear · c = 0,-1.4460578543884546,0.6694832213145955,0.0,2.083470391989476,0.5498008067718212,-0.7124051733367892,0.13573180255452222
Linear · c = 0,0.07212950771386951,-1.2098983564610588,0.0,-1.216179209766594,-1.28890566525299,-1.2926284016804164,0.03450185952948481
Linear · c = 0,-0.5294927090638024,-1.9239519753907826,0.0,-1.0479826030134685,-1.874925454832579,-2.5632874916648962,0.06929040749339666
Linear · c = 0,0.23267621135470395,1.0707302047235991,0.0,0.975443538710835,1.054358431989399,1.2654741991306284,0.06610043693133272
Linear · c = 0,0.02185214552344288,0.36246678251512693,0.0,0.424955567778858,0.16868444228037344,0.43721300862614565,0.2623998459221284
Linear · c = 0,1.6017788913209154,-0.9209652020893457,0.0,-2.2358008722504983,-0.8510385527597492,0.6243818736640501,0.04532905346652505
Linear · c = 0,-0.23935562747302427,2.1767682735315965,0.0,2.3400581089403847,2.11521727752983,1.8993182443514052,0.004470899116064686
Linear · c = 0,-1.023497492621865,-0.6609786323546136,0.0,0.3058478803535105,-0.5235319161934286,-1.944457490457826,-0.2957728888587291
Linear · c = 0,0.17927563495631615,0.04816151095640199,0.0,-0.0018141164380940933,-0.008791467814982176,0.28397931376702396,0.14987406647944712
Linear · c = 0,0.21999668397176517,0.4033701715179014,0.0,0.014325301016006653,0.6026648315453168,0.8102120995154475,-0.19039613127958976
Linear · c = 0,1.3591875752404365,-0.9294989011929204,0.0,-2.144747897570846,-1.1567121175619512,0.554056834707424,0.3613665861302403
Linear · c = 0,0.8351112459145785,0.7067044400998941,0.0,-0.06767854266932812,0.4659137530300089,1.5381710784488503,0.2693325148597522
Linear · c = 0,0.35687105914950934,-0.8001785207470866,0.0,-1.1023694065416065,-0.7167672296736141,-0.4167182565552489,-0.04277660187481369
Linear · c = 0,1.4633028912195618,-0.6174574833243138,0.0,-2.0370756620167687,-0.39641577448634946,1.02975049438185,-0.10724680933110986
Linear · c = 0,-1.188763054322851,2.0439639597050117,0.0,2.802668770960451,1.9963481764793594,0.8305032512505681,-0.1797621653738497
Linear · c = 0,-0.6397515327497477,-1.5608790787686497,0.0,-1.1839423319279476,-1.546751620033803,-2.0133169456568214,-0.05187801875858167
Linear · c = 0,-0.9265759414055249,-3.6191704963942355,0.0,-2.855579733927299,-3.5687103555907544,-4.683119959394226,-0.200639491070008
Linear · c = 0,-0.38980980315576796,2.4164054925178418,0.0,2.7054284921216585,2.638014537643347,1.9452120163453,-0.3126942834098676
Linear · c = 0,-1.3766861475563088,3.8239919289105044,0.0,5.270009949818407,3.5433092115013562,2.726653415563428,0.4550224711895612
Linear · c = 0,0.6351509468144043,-0.6079038981739977,0.0,-1.1526569780424272,-0.635278874571537,0.11357902514039082,0.11573989812051877
Linear · c = 0,-0.22222269709877338,-2.905257060930278,0.0,-2.894507278173676,-2.727877449667379,-3.176077474353516,-0.3074149265962167
Linear · c = 0,-1.4708062945026579,-0.46572596429391566,0.0,0.974469902951477,-0.5394743065387383,-2.0236299692084114,0.014894273410271053
Linear · c = 0,-1.0155790812075416,-0.4293344247610038,0.0,0.6904452481907991,-0.3909483972453704,-1.3471512847580893,0.06259537896172529
Linear · c = 0,0.3135138474501953,-0.2848857615333856,0.0,-0.5997188124064166,-0.2079057898718084,-0.03419922567194604,-0.10905322916737287
Linear · c = 0,0.8381265678943811,-1.6700820628827724,0.0,-2.173748854565721,-1.9052716253473472,-0.6428148964539436,0.49698974983751487
Linear · c = 0,1.9967308916917865,0.8693417137147161,0.0,-0.9222030603689247,0.7415178928198771,3.2004636469898986,0.39761240049060986
Linear · c = 0,2.9138624660073296,0.7867610629291293,0.0,-1.9777778606364025,0.932431913952566,3.70482685699034,-0.06890741577559711
Linear · c = 0,0.4144094332759964,-2.24160842972896,0.0,-2.688601786737758,-2.273019753784901,-1.7686194070050358,0.04440915691350389
Linear · c = 0,-0.9895381200318641,1.0487950975423317,0.0,2.24851115882928,1.0759922302215446,-0.07745956596012599,0.009533566213032474
Linear · c = 0,-2.132046280731309,3.0790274729188365,0.0,5.334737813007893,3.2172000848780553,1.0451801214546952,-0.027241117646761293
Linear · c = 0,0.2677114623438358,0.25794049865558977,0.0,0.10205387229050135,0.21730127913191855,0.38630358592983866,0.02687744997825145
Linear · c = 0,-0.812941095310326,-0.5059877431027591,0.0,0.17672433761144996,-0.7513072303714378,-1.2833865466811927,0.19797612583656643
Linear · c = 0,-0.41535726017968533,-0.21300482161128198,0.0,0.1898351210844143,-0.2790029772907383,-1.071704905442728,-0.16193191488841852
Linear · c = 0,-0.6120967990598081,0.9228851504528419,0.0,1.3478843290585247,1.091011248163317,0.2110944513835642,-0.3115218579422725
Linear · c = 0,-0.14079088641638526,-2.596007408260827,0.0,-2.4011277701959157,-2.8046102227571157,-2.5209924723233277,0.343550101497494
Linear · c = 0,1.0659802307876436,0.24658605446595336,0.0,-0.8409983253298917,0.29009211393848366,1.6614332540358496,0.12012535041449529
Linear · c = 0,0.15704856744534462,-0.5856959241942151,0.0,-0.5152784765511492,-0.6316807673872737,-0.5176303844794243,0.11522633687198702
Linear · c = 0,-0.1586348370386883,2.771737519434068,0.0,2.8815406047448264,2.8482222567055486,2.5973190622577493,-0.10879242320426075
Linear · c = 0,-1.0356537528258116,-0.2612591007074368,0.0,0.7151080303678541,-0.041181913101080464,-1.314044337299924,-0.2582862403649545
Linear · c = 0,-1.674682944704357,2.5018314166792797,0.0,4.521452725339235,2.5154428012421057,1.0949462311086318,0.2927566769818277
Linear · c = 0,-0.4863079090733309,-1.6556110466730107,0.0,-1.1157052241930858,-1.5111669606855935,-2.2506106134740005,-0.1719909581479495
Linear · c = 0,-0.05378255081832049,0.8808887502041883,0.0,0.8066074176343971,0.9498446434564365,0.9753891857556651,-0.05884634176140535
Linear · c = 0,1.767929913579883,0.47910039568684326,0.0,-1.2827910425929703,0.28614139542428874,2.042991554323327,0.09395886044088964
Linear · c = 0,0.13027452147288585,-1.3035708717971737,0.0,-1.6479158535979956,-1.5687141887380809,-1.1568735464072248,0.16631948873547064
Linear · c = 0,0.9827395110230576,0.26609417195541063,0.0,-0.5478887508114432,0.26408180391668934,0.9097714693777905,-0.08314044463351566
Linear · c = 0,-0.49929559853915206,1.8187782552474006,0.0,2.2894597847363705,1.7943584057525095,1.6338824692420644,0.16731272123670782
Linear · c = 0,-1.1849437664170246,-0.485687556429901,0.0,0.4806855230491901,-0.5442891968197804,-1.414753420765241,0.07725524796175492
Linear · c = 0,-0.9651167622323719,-2.5379439737546448,0.0,-1.5053304603202906,-2.4534470127271812,-3.485873070433435,-0.042154752649681715
Linear · c = 0,-0.7252260645357532,-0.026344239716168866,0.0,0.7483733556181741,0.09029718982561152,-0.872993252085837,-0.15260713805944298
Linear · c = 0,2.1284697324351645,-1.3536346421887688,0.0,-3.350395587787703,-1.5595850947215997,0.8240902861711263,0.29643244391331125
Linear · c = 0,-0.8213866792243861,-0.5135114079958236,0.0,0.3346864157215116,-0.6059553712246398,-1.3383008785190567,0.10414813982586735
Linear · c = 0,0.838489203736345,-0.12238165452768146,0.0,-1.0542518811638593,-0.28313685355694307,0.6630653379666168,0.08754358195832185
Linear · c = 0,-0.9029271780870264,-2.558478324023276,0.0,-1.8211494412419986,-2.5100587044092886,-3.633918326233157,-0.21747517932828897
Linear · c = 0,0.9315730128742441,-2.423487508981017,0.0,-3.2482639684066035,-2.6007093691703402,-1.576858733443924,0.18814801824507654
Linear · c = 0,0.38495096610586316,0.7231002532882879,0.0,0.24445877595014787,0.9218722626195137,1.1575947112366398,-0.22084551902611982
Linear · c = 0,-0.1566378976580904,-0.7840780442545205,0.0,-0.6592002169780893,-0.7092701280940621,-1.2567947940120643,-0.2487273774010147
Linear · c = 0,-0.040762526135434025,-3.8471165127308504,0.0,-3.812824025041553,-3.547489386060136,-3.8680270629058833,-0.2929361579135823
Linear · c = 0,-0.6547876954293904,1.1772660549122027,0.0,1.8422407257169933,1.259485311858532,0.6568191459799642,-0.009955376010053474
Linear · c = 0,0.44607220148208054,0.40855463291135974,0.0,-0.33713757250419973,0.15620566064270575,0.8861705280563622,0.11831081713337549
Linear · c = 0,-0.45498348034078,-1.0708122360547259,0.0,-0.7230602399985724,-0.8740084467217387,-1.5730718748782895,-0.2740576107166922
Linear · c = 0,-1.2256057637672482,-1.9752453165873622,0.0,-1.0398191631770817,-2.1654474041139617,-3.6133024832991967,-0.16111341912417743
Linear · c = 0,-1.2779375743196193,1.2537118444715056,0.0,2.4965305881986883,1.2254542253818481,-0.08789513631539833,-0.021136499440203016
Linear · c = 0,0.17258791772211948,0.5240259338406443,0.0,0.5132698719729857,0.7038039093181484,0.6710555880593471,-0.11164117930198203
Linear · c = 0,1.579091256410435,3.57390342402611,0.0,1.6746081174941465,3.6664956610999484,5.236298714712832,-0.21104224499645952
Linear · c = 0,0.15999161357343825,0.630282898087406,0.0,0.5167000200375095,0.7775048604836233,0.6155502971916883,-0.21137970186902444
Linear · c = 0,-0.11863832610988256,0.5815547118930222,0.0,1.0015063459306757,0.437640548921742,0.5752998248632678,0.3507625364752297
Linear · c = 0,0.2858261396025429,-0.2503918951628477,0.0,-0.7893201889273933,-0.3899315982533553,0.2628895414484956,0.12671627451390644
Linear · c = 0,1.3060017417068248,1.2251638008011865,0.0,-0.11997291435576582,1.3511521915711062,2.5667088508158984,-0.12778422334104
Linear · c = 0,0.21938250136385634,0.9376278018722306,0.0,0.7025015771083483,1.1422053506121341,1.1215114795383019,-0.23019882228880906
Linear · c = 0,-0.41092723083373717,1.8775875128477924,0.0,2.0214040275470087,1.7571014990550367,1.5493390413193093,0.02827003537812245
Linear · c = 0,1.1062887100598888,-0.7819843779559271,0.0,-1.8289467220614397,-1.017043115491243,0.21565295419273156,0.2103962315568888
Linear · c = 0,0.4287564384616135,-0.6531112094159435,0.0,-1.1691258502578938,-0.7079316485330772,-0.43074180924456273,-0.09200218121815107
Linear · c = 0,1.535755991995992,-0.7186547563679702,0.0,-2.3486664145818836,-0.8279463291568993,0.9328312245923097,0.12002873416211235
Linear · c = 0,0.18323443722190613,1.1862025817684838,0.0,1.1243363411951142,1.1643310130551614,1.3106310496097802,0.05315268234728587
Linear · c = 0,-1.2244690317205003,2.247561660445098,0.0,3.493019338971465,2.1250753943267617,0.8510678163994815,0.046968183358711446
Linear · c = 0,-1.368159199245665,-0.688260739723951,0.0,0.5388652781828565,-0.7834827143196694,-2.2309410089384567,-0.0625551510581307
Linear · c = 0,1.6509279322312496,-0.6371605916896369,0.0,-2.2637795900614552,-0.5277032406220806,0.7757025954218766,-0.2163352566977087
Linear · c = 0,1.723665720783297,0.4711158358046988,0.0,-1.2487805782961934,0.4381254665147485,2.2460078594185164,0.060488174046413046
Linear · c = 0,-0.17951921328260065,-0.36864225001935214,0.0,-0.1910638519522897,-0.5866821420090967,-0.7375198581305276,0.12239028696768811
Linear · c = 0,-0.38318732113598775,1.428080479709835,0.0,1.8156813371835687,1.5823976176716614,0.7127650529173968,-0.3181744226211787
Linear · c = 0,1.4614442922422022,-3.37766593592857,0.0,-4.7872512412005355,-3.1992226351354236,-1.9391755251173,-0.16399074802349434
Linear · c = 0,-1.107045682043488,-1.2400575703753418,0.0,-0.05048151392788773,-1.3455179325100122,-2.365008182310361,0.13777308439088776
Linear · c = 0,-0.8947270189558264,-1.1736245009421689,0.0,-0.5220345097325652,-1.5252759972049998,-1.9269366497142038,0.3007904174816154
Linear · c = 0,0.6433267946890444,-3.4805340185792173,0.0,-4.2716100524269285,-3.548863195329732,-3.0451735618807017,-0.10952861182408302
Linear · c = 0,-0.3946051228595896,-1.4454576665532062,0.0,-1.262347999156198,-1.4715333215673987,-1.9494993685331425,-0.13439036227727175
Linear · c = 0,-0.005121866720071296,-1.3727341737688892,0.0,-1.3109166573496132,-1.3048534109219503,-1.3297285935402694,-0.015469214522990882
Linear · c = 0,-0.16344289852451258,-0.3016569817782455,0.0,-0.10242396461446639,-0.06499175103846261,-0.6252389456594909,-0.298839704098516
Linear · c = 0,0.33757454879893356,1.6694488374903953,0.0,1.3236340587610242,1.8393523105683336,2.196704357690034,-0.07918310234280446
