index,true_label,probability_Hypothesis 1,probability_Hypothesis 2,probability_Hypothesis 3
44,0,0.59768903,0.15161711,0.25069386
45,0,0.469827,0.013215275,0.51695776
46,0,0.72390556,0.062124103,0.21397041
47,0,0.6482152,0.28260624,0.06917857
48,0,0.9686235,5.869322e-06,0.031370565
49,0,0.39352503,0.1365433,0.46993166
50,0,0.59837765,0.25232297,0.14929937
51,0,0.9453167,0.003992623,0.050690714
52,0,0.75946355,0.20521975,0.035316717
53,0,0.13310397,0.53795344,0.3289426
54,0,0.6649599,0.2991516,0.035888523
55,0,0.51505685,0.38992357,0.095019616
56,0,0.9235338,8.638206e-07,0.07646535
57,0,0.7205564,0.20268734,0.076756276
58,0,0.28450558,0.34707162,0.3684228
59,0,0.63603204,0.185272,0.17869598
60,0,0.75392175,0.22163202,0.024446236
61,0,0.6534751,0.32489324,0.021631693
62,0,0.8937202,3.1427833e-05,0.10624841
63,0,0.66511387,0.33105102,0.0038350676
64,0,0.14019047,0.53234226,0.3274673
65,0,0.72259593,0.1629193,0.11448479
66,0,0.9181423,7.1889457e-07,0.0818569
67,0,0.63553023,0.24074234,0.12372744
68,0,0.21813254,0.39691356,0.38495386
69,0,0.2763064,0.28153694,0.44215664
70,0,0.8024157,4.6564026e-07,0.19758376
71,0,0.7882174,0.17778563,0.033996932
72,0,0.702532,0.1298833,0.16758467
73,0,0.7981107,0.00014469444,0.20174454
74,0,0.83895457,0.008638964,0.1524064
75,0,0.4410137,0.22776744,0.33121893
76,0,0.7686921,0.19928758,0.03202036
77,0,0.6317994,0.21390319,0.15429741
78,0,0.7112369,0.26209626,0.026666919
79,0,0.3066353,0.17646168,0.516903
80,0,0.88373494,1.6842395e-16,0.11626506
81,0,0.8947479,0.00076350133,0.10448855
82,0,0.52770734,0.120966375,0.35132632
83,0,0.7856896,0.002226736,0.21208377
84,0,0.6271007,0.13340704,0.2394922
85,0,0.97292036,2.007405e-05,0.02705956
86,0,0.5981219,0.0021649734,0.39971307
87,0,0.6485409,0.3317382,0.019720953
88,0,0.83525926,1.7288163e-10,0.16474079
89,0,0.25958288,0.35900372,0.38141343
90,0,0.6551205,0.24570659,0.09917295
91,0,0.62182474,0.0042389072,0.37393636
92,0,0.22840989,0.36336118,0.40822893
93,0,0.8227967,0.003286201,0.17391707
94,0,0.66466063,0.19895807,0.13638127
95,0,0.23922637,0.33283773,0.42793587
96,0,0.4055112,0.056660574,0.5378282
97,0,0.88077974,0.009353791,0.10986651
98,0,0.58906794,0.25437683,0.15655527
99,0,0.5592052,0.3869164,0.053878367
100,1,0.046716053,0.9532543,2.9611092e-05
101,1,0.0881575,0.6379665,0.27387595
102,1,0.08098635,0.9188319,0.00018174454
103,1,0.5823507,0.24326283,0.1743865
104,1,1.1961848e-17,1.0,4.621248e-33
105,1,0.09152924,0.6226464,0.2858244
106,1,0.07545768,0.6597293,0.26481295
107,1,0.29785058,0.1907574,0.51139206
108,1,0.35961097,0.6394856,0.000903456
109,1,0.10644093,0.661025,0.23253402
110,1,0.09724673,0.6415821,0.26117122
111,1,0.2345601,0.75587624,0.009563648
112,1,0.18723637,0.51448834,0.29827523
113,1,0.0089732455,0.9910144,1.2318225e-05
114,1,0.24239454,0.36071596,0.39688954
115,1,0.06318204,0.93681794,2.0446939e-10
116,1,0.07610792,0.7154085,0.20848367
117,1,0.1104389,0.6160104,0.27355072
118,1,0.0565751,0.94026154,0.0031633372
119,1,0.5192723,0.36708173,0.11364592
120,1,0.5570675,0.34030488,0.10262761
121,1,0.04370335,0.9562966,8.32278e-10
122,1,0.14430688,0.855691,2.0328328e-06
123,1,0.5435719,0.44986647,0.0065616732
124,1,0.44973463,0.48724157,0.06302377
125,1,0.09640967,0.63698435,0.266606
126,1,0.012342577,0.9874236,0.00023380351
127,1,0.7548221,0.21159199,0.03358589
128,1,0.30511284,0.66577595,0.029111251
129,1,0.00015829662,0.9998412,4.469093e-07
130,1,0.059727296,0.94017154,0.00010121333
131,1,0.24162334,0.40087587,0.35750082
132,1,0.0005096616,0.99949,2.635507e-07
133,1,0.115712166,0.568431,0.31585675
134,1,0.43461964,0.5289596,0.036420777
135,1,0.30790314,0.69209677,4.455535e-08
136,1,0.5233586,0.47450772,0.0021336346
137,1,0.171747,0.8278703,0.0003827646
138,1,0.07115071,0.7128285,0.21602073
139,1,0.17003979,0.42810413,0.40185612
140,1,0.0054502054,0.9939833,0.0005664645
141,1,0.065833755,0.67910415,0.25506207
142,1,0.010618194,0.98796254,0.0014192632
143,1,0.6077753,0.2880662,0.10415856
144,1,0.696533,0.29237136,0.011095533
145,1,0.05703374,0.7372299,0.20573638
146,1,0.0716798,0.7211989,0.20712128
147,1,0.0582954,0.94170177,2.7651292e-06
148,1,0.6094891,0.3894817,0.001029289
149,1,0.34390306,0.27722642,0.37887058
150,1,0.010180948,0.98978454,3.4574274e-05
151,1,0.08242114,0.6888487,0.2287301
152,1,0.001847737,0.99814355,8.734282e-06
153,1,0.41001815,0.58756214,0.0024197213
154,1,0.0682274,0.7318113,0.19996133
155,1,0.57622975,0.32491437,0.098855875
156,1,0.6100737,0.26441994,0.12550634
157,1,0.08795509,0.63467747,0.27736738
158,1,2.4472614e-05,0.99997556,1.4435055e-09
159,1,0.20729156,0.47194314,0.32076532
160,1,0.08829479,0.9106382,0.0010669517
161,1,0.56398255,0.22942504,0.20659241
162,1,0.116647765,0.6347653,0.24858691
163,1,0.21483788,0.40260822,0.38255388
164,1,0.20291546,0.79000014,0.0070843054
165,1,0.013581773,0.9863486,6.962009e-05
166,1,0.27021748,0.36835423,0.36142826
167,1,0.007361385,0.9926386,5.9154697e-08
168,1,0.37288848,0.33711228,0.28999925
169,1,0.03671535,0.92049366,0.04279102
170,1,0.07859519,0.72612566,0.1952792
171,1,0.16781928,0.83218074,5.9401835e-09
172,1,0.4039969,0.5891664,0.0068366495
173,1,0.35511842,0.5292178,0.11566379
174,1,0.12153778,0.62404144,0.2544208
175,1,0.29642457,0.25858596,0.44498953
176,1,0.3014948,0.2991329,0.39937228
177,1,0.7577929,0.19575763,0.046449523
178,1,0.66128767,0.16835843,0.17035387
179,1,0.48293367,0.27311194,0.24395443
180,1,0.047528356,0.95234746,0.00012414911
181,1,0.615516,0.2142103,0.17027363
182,1,0.10911275,0.6368452,0.2540421
183,1,0.4088483,0.50458384,0.08656786
184,1,0.7354163,0.2295887,0.03499509
185,1,0.6065811,0.2794755,0.113943346
186,1,0.26057437,0.6770752,0.062350437
187,1,0.668686,0.12513587,0.20617811
188,1,0.060318675,0.77187604,0.16780534
189,1,0.7583421,0.21837991,0.023277977
190,1,0.14232783,0.52879375,0.32887843
191,1,0.058466185,0.7421731,0.19936067
192,1,0.033697985,0.9628481,0.003453938
193,1,0.090818204,0.63355255,0.27562925
194,1,0.092090935,0.66165024,0.24625881
195,1,0.29806656,0.29738098,0.40455243
196,1,0.0008830408,0.99911696,3.7061696e-08
197,1,0.27189642,0.7281025,1.0350257e-06
198,1,0.32508063,0.305596,0.3693234
199,1,0.23368901,0.71180266,0.054508287
200,2,0.7619262,0.0020056157,0.2360683
201,2,0.16585456,0.46202454,0.37212086
202,2,0.43918127,0.16701911,0.3937997
203,2,0.071117036,0.73007977,0.19880317
204,2,0.66054124,0.24307756,0.09638123
205,2,0.1666569,0.48473474,0.34860831
206,2,0.4674039,0.2124521,0.32014397
207,2,0.6423451,0.020924542,0.3367304
208,2,0.35137573,0.22139432,0.42723
209,2,0.43246093,0.16621996,0.40131912
210,2,0.5154092,0.16772029,0.31687054
211,2,0.12122011,0.6066184,0.27216154
212,2,0.55320275,0.024635142,0.42216218
213,2,0.25047213,0.38095528,0.3685726
214,2,0.29803756,0.37503558,0.32692686
215,2,0.14827654,0.5116455,0.34007794
216,2,0.3662302,0.19265236,0.4411175
217,2,0.17199373,0.45612174,0.37188452
218,2,0.76528966,0.029167363,0.20554294
219,2,0.26047108,0.37846687,0.36106205
220,2,0.14568071,0.6074185,0.24690084
221,2,0.08251551,0.6428846,0.27459985
222,2,0.23492317,0.43695614,0.3281207
223,2,0.8973732,8.7322995e-08,0.10262669
224,2,0.34228444,0.27156514,0.38615045
225,2,0.22637272,0.36803752,0.40558982
226,2,0.059252225,0.76110995,0.17963788
227,2,0.22544432,0.45232832,0.32222736
228,2,0.6287956,0.20569263,0.16551176
229,2,0.20238404,0.37954032,0.41807568
230,2,0.31438628,0.317878,0.36773574
231,2,0.66402394,0.09722943,0.23874669
232,2,0.5675964,0.21230803,0.22009563
233,2,0.60095257,0.22171131,0.17733611
234,2,0.90740675,2.2182284e-11,0.09259322
235,2,0.6059646,0.060796842,0.3332385
236,2,0.8315906,1.9973437e-13,0.16840935
237,2,0.11983037,0.6037815,0.2763881
238,2,0.3245583,0.31023955,0.3652022
239,2,0.82757205,8.062393e-05,0.1723473
240,2,0.16887647,0.5016643,0.32945928
241,2,0.6326431,0.045064192,0.3222927
242,2,0.37185776,0.11988803,0.5082542
243,2,0.075378016,0.7009543,0.22366759
244,2,0.2566686,0.3890809,0.35425046
245,2,0.67627347,0.00030754568,0.32341897
246,2,0.7547784,0.033229433,0.21199216
247,2,0.9990483,6.429477e-18,0.00095169427
248,2,0.48059848,0.05832326,0.46107826
249,2,0.82963264,0.000150086,0.17021722
250,2,0.2600355,0.33801776,0.40194672
251,2,0.20947008,0.47834626,0.31218365
252,2,0.32513672,0.28646976,0.38839352
253,2,0.82145727,9.166901e-05,0.17845105
254,2,0.19651051,0.3967823,0.40670717
255,2,0.23672026,0.36598068,0.39729905
256,2,0.2872065,0.38206786,0.3307256
257,2,0.7461288,0.005442348,0.24842891
258,2,0.12825646,0.57607996,0.29566354
259,2,0.22868665,0.37480602,0.39650735
260,2,0.22909652,0.46318743,0.3077161
261,2,0.74848056,0.14674793,0.10477146
262,2,0.5749217,0.05501216,0.3700661
263,2,0.37031728,0.12065858,0.50902414
264,2,0.20159292,0.47037017,0.32803693
265,2,0.06985196,0.72375196,0.20639612
266,2,0.1339874,0.5818884,0.28412428
267,2,0.3534268,0.35090733,0.2956659
268,2,0.2239307,0.40995806,0.36611122
269,2,0.35334966,0.16609932,0.480551
270,2,0.4016732,0.10729444,0.49103233
271,2,0.7313495,0.14934726,0.119303286
272,2,0.5768963,0.1979708,0.22513287
273,2,0.7303465,0.12127621,0.14837731
274,2,0.6360668,7.9788815e-06,0.36392525
275,2,0.42017895,0.029596293,0.5502248
276,2,0.63946366,0.05150728,0.3090291
277,2,0.22131383,0.44361317,0.33507293
278,2,0.2430397,0.28160053,0.4753597
279,2,0.13227989,0.5808154,0.28690472
280,2,0.09837843,0.611953,0.2896686
281,2,0.25347993,0.39933217,0.34718788
282,2,0.7021852,0.13421808,0.16359672
283,2,0.59334075,0.0002656511,0.4063936
284,2,0.08109313,0.6971478,0.22175904
285,2,0.06767212,0.73597354,0.19635433
286,2,0.70193946,0.046979252,0.25108132
287,2,0.1739387,0.47462964,0.3514316
288,2,0.29450452,0.29290882,0.41258666
289,2,0.53964865,0.22732425,0.23302713
290,2,0.075959034,0.73006296,0.19397804
291,2,0.24332486,0.25234982,0.50432533
292,2,0.4363383,0.2768688,0.2867929
293,2,0.5319434,0.14274086,0.3253157
294,2,0.6835457,7.6408064e-08,0.31645423
295,2,0.24290161,0.3895764,0.367522
296,2,0.40602288,0.2452854,0.3486918
297,2,0.1833954,0.45819622,0.35840833
298,2,0.79522973,0.0053537493,0.19941647
299,2,0.54823726,0.124002084,0.32776058
